company,education,experience,location,position,salary
阿蛮游学教育,不限,不限,北京,UI设计师,7k-10k
万象智慧,本科,3-5年,深圳,硬件工程师,10k-15k
万象智慧,本科,5-10年,深圳,高级硬件工程师,15k-25k
恒盛通科技,本科,1-3年,深圳,Android Camera 开发工程师 ,10k-20k
酷比,本科,3-5年,深圳,软件工程师,10k-20k
盛甜,本科,3-5年,深圳,高级Android开发工程师,25k-35k
JIGUANG极光,本科,不限,深圳,技术支持工程师,10k-20k
海邻科,大专,3-5年,深圳,java开发工程师,9k-18k
如一出行,大专,1-3年,深圳,React Native工程师,10k-20k
金飞杰,本科,3-5年,深圳,Android开发工程师,8k-12k
达普信,大专,1-3年,深圳,测试工程师,5k-7k
富士康科技集团,不限,不限,深圳,手机驱动工程师,8k-12k
久趣英语,本科,5-10年,深圳,高级前端开发工程师,20k-40k
金讯祥,本科,3-5年,深圳,MES开发工程师,8k-15k
网狐,大专,3-5年,深圳,sdk开发,12k-18k
哈皮游,本科,1-3年,深圳,游戏SDK工程师,6k-10k
哈皮游,大专,1-3年,深圳,游戏SDK工程师,6k-10k
至臻天龙,大专,3-5年,深圳,测试工程师,7k-10k
至臻天龙,大专,3-5年,深圳,android开发工程师,10k-15k
时间条约链,本科,3-5年,深圳,高级产品经理,20k-30k
时间条约链,本科,3-5年,深圳,游戏商务经理,10k-20k
岸科云,本科,1年以内,深圳,测试工程师,10k-15k
点证科技,大专,3-5年,深圳,测试工程师,9k-14k
凝方绿能,本科,1-3年,深圳,Android開發,13k-15k
云易恒基,本科,3-5年,深圳,Android,15k-20k
前海数维,本科,3-5年,深圳,UI设计师,10k-20k
社区宝,大专,3-5年,深圳,Android工程师,10k-16k
软通动力,本科,1-3年,深圳,C/C++,10k-15k
汇智众创,大专,3-5年,深圳,Android开发工程师,8k-15k
润隆,本科,1-3年,深圳,运营推广,8k-12k
掌世界,大专,不限,深圳,安卓开发工程师,8k-15k
今日头条,大专,3-5年,深圳,web前端开发工程师,20k-40k
环球易购,本科,3-5年,深圳,Android中级开发工程师,10k-17k
威锋网,本科,1年以内,深圳,英语游戏运营,4k-7k
今日头条,大专,3-5年,深圳,Android开发工程师,20k-40k
好未来,本科,3-5年,深圳,高级安卓工程师,17k-28k
上海燕致深圳分公司,大专,1-3年,深圳,测试工程师,7k-12k
零零显示,本科,3-5年,深圳,安卓系统开发工程师,15k-30k
金千枝珠宝管理服务,大专,3-5年,深圳,安卓开发工程师,8k-15k
星辉游戏,大专,1-3年,深圳,Unity3d开发工程师,10k-20k
海通安恒,大专,3-5年,深圳,Android开发,15k-21k
达普信,本科,3-5年,深圳,Android工程师,10k-13k
鑫企点,大专,1-3年,深圳,APP开发工程师,8k-15k
瞬联科技,大专,1-3年,深圳,Android应用开发,10k-17k
大宇无限,本科,1-3年,深圳,测试工程师,10k-16k
华海乐盈,本科,3-5年,深圳,高级APP推广经理（体育 彩票）,18k-28k
怪兽星球,本科,3-5年,深圳,高级Android开发工程师,16k-22k
神州路路通,本科,1-3年,深圳,高级产品经理,10k-20k
腾讯,本科,不限,深圳,微信测试开发工程师,10k-20k
达普信,不限,1-3年,深圳,测试工程师--深圳,6k-8k
阿里巴巴集团,本科,3-5年,深圳,测试开发专家（深圳base）,25k-35k
OPPO,本科,3-5年,深圳,系统工程师,15k-30k
蛋壳物联,大专,1-3年,深圳,Android开发工程师,10k-20k
六度人和,大专,3-5年,深圳,web测试工程师,15k-25k
壹众互动,大专,1-3年,深圳,Android开发工程师,8k-15k
贝多分,大专,1-3年,深圳,UI设计师,8k-16k
贝多分,大专,3-5年,深圳,Android,10k-20k
点加互动,大专,1-3年,深圳,IOS游戏开发工程师,10k-20k
威锋网,本科,不限,深圳,APP海外运营英语阿拉伯语日语,5k-8k
银星智能,本科,3-5年,深圳,android工程师,15k-29k
探物科技,本科,1-3年,深圳,APP产品测试工程师,10k-15k
虎克软件,本科,1-3年,深圳,android开发工程师,10k-15k
猴彩科技,本科,1-3年,深圳,安卓开发工程师,9k-15k
信域金融,大专,1-3年,深圳,Android开发工程师,6k-8k
悦徕网络,大专,1-3年,深圳,UI设计师（游戏方向）,8k-9k
深圳丝路天地,本科,3-5年,深圳,Andiord开发工程师,15k-30k
微连互动科技,大专,3-5年,深圳,android工程师,15k-30k
微连互动科技,大专,3-5年,深圳,android开发,15k-30k
亿达信息,本科,5-10年,深圳,测试工程师,9k-11k
乐玩互娱,大专,3-5年,深圳,U3D,12k-24k
努比亚,本科,3-5年,深圳,外设驱动开发工程师,12k-23k
华谕科技,大专,1-3年,深圳,Android工程师,8k-11k
腾龙区块链,本科,3-5年,深圳,iOS软件工程师,15k-20k
我爱微点,本科,1年以内,深圳,APP推广助理,4k-8k
锐卡安讯,本科,3-5年,深圳,功能测试,15k-30k
视酷信息技术,大专,1年以内,深圳,安卓初级程序员,4k-6k
新富创新金融,本科,1-3年,深圳,Android研发工程师,10k-15k
新富创新金融,本科,1-3年,深圳,测试工程师,10k-15k
英迈思,大专,不限,深圳,Cocos2d-x开发工程师,10k-20k
众可智能,本科,5-10年,深圳,Android 高级工程师,15k-16k
腾视科技,本科,3-5年,深圳,应用软件开发工程师,15k-20k
博彦科技,不限,3-5年,深圳,测试工程师,15k-20k
中易通网络,大专,3-5年,深圳,Android框架开发工程师,20k-25k
中易通网络,大专,5-10年,深圳,高级框架开发工程师,20k-30k
盈华讯方,本科,1-3年,深圳,安卓开发工程师,11k-15k
中航信息,本科,3-5年,深圳,Android开发工程师,12k-16k
软金数据,本科,1-3年,深圳,Android开发工程师,7k-14k
开拓者资产,大专,5-10年,深圳,技术经理,25k-33k
天鹅游戏,本科,1-3年,深圳,Android开发工程师,10k-20k
新大脑,本科,1-3年,深圳,Android中级工程师,10k-13k
投哪网,本科,1-3年,深圳,安卓开发工程师（RN方向）,17k-25k
九品视觉,大专,3-5年,深圳,Android开发工程师,12k-18k
无秘,本科,5-10年,深圳,移动客户端leader,30k-60k
优舍国际,大专,1-3年,深圳,测试工程师,6k-12k
百度,本科,不限,深圳,高级音频开发工程师,18k-35k
华大科创,大专,3-5年,深圳,web前端,12k-16k
盒子科技,本科,3-5年,深圳,软件测试工程师,8k-13k
票据宝,本科,3-5年,深圳,高级Android开发工程师,15k-30k
鑫锐,大专,1-3年,深圳,Android开发工程师,5k-10k
莱森光学,大专,1-3年,深圳,软件开发工程师,10k-12k
神州信息,本科,5-10年,深圳,软件测试工程师,10k-12k
玖富证券,本科,3-5年,深圳,Android开发工程师,15k-20k
玖富证券,本科,3-5年,深圳,测试工程师,12k-18k
博彦科技,大专,3-5年,深圳,安卓 Android,10k-20k
天鹅游戏,本科,1-3年,深圳,Android开发工程师,10k-20k
天天学农,本科,5-10年,深圳,技术总监,25k-35k
长亮科技,大专,1-3年,深圳,Android,9k-13k
墨默交互,本科,1-3年,深圳,初/中级UI设计师,5k-10k
比特派网络科技,本科,3-5年,深圳,安卓工程师,10k-20k
信必优Symbio,大专,5-10年,深圳,安卓开发,16k-20k
中软国际,本科,3-5年,深圳,Android,12k-24k
牛商网络股份,本科,3-5年,深圳,平面设计师,8k-9k
镭闪科技,本科,1-3年,深圳,交互设计师,8k-16k
房融界,本科,3-5年,深圳,Android开发工程师,10k-15k
OPPO,本科,3-5年,深圳,配置管理工程师,13k-26k
合派科技,本科,1-3年,深圳,Android开发工程师,10k-15k
华为,本科,5-10年,深圳,Android,40k-80k
泉水叮咚,大专,1年以内,深圳,COCOS2DX,7k-10k
风眼科技,不限,不限,深圳,cocos2d游戏开发,10k-20k
无极云区块链互联网,本科,3-5年,深圳,Android APP高级开发工程师,16k-32k
酷炫游,本科,1-3年,深圳,Android工程师,8k-15k
摩根数字,大专,3-5年,深圳,测试工程师,10k-15k
昇航科技,本科,3-5年,深圳,测试工程师,7k-14k
铺铺旺,本科,1-3年,深圳,测试工程师,5k-10k
深资创,大专,3-5年,深圳,Android开发工程师,10k-16k
秉兴网络科技有限公司,大专,1-3年,深圳,测试工程师 ,6k-10k
田田家园,大专,5-10年,深圳,Java高级开发工程师,15k-25k
有赞,本科,3-5年,深圳,微信小程序前端工程师,15k-30k
以太区块链,不限,不限,深圳,IOS工程师,10k-15k
亿腾信息,大专,3-5年,深圳,中山证券 APP产品经理,12k-16k
以太区块链,不限,不限,深圳,Android工程师,10k-15k
风眼科技,大专,1-3年,深圳,Android开发工程师,7k-14k
无秘,本科,5-10年,深圳,移动客户端leader,25k-50k
无秘,本科,5-10年,深圳,移动客户端leader,25k-50k
秉兴网络科技有限公司,大专,1-3年,深圳,UI设计师,9k-12k
OPPO,本科,3-5年,深圳,测试开发,13k-26k
软通动力,本科,1-3年,深圳,软件测试,10k-15k
探物科技,本科,3-5年,深圳,APP产品测试工程师,10k-15k
HelloTalk,本科,3-5年,深圳,交互设计师,15k-25k
英迈思,本科,3-5年,深圳,Cocos2d-X 开发工程师,15k-30k
绛门科技,本科,3-5年,深圳,测试工程师,10k-18k
中诚金服集团,大专,1-3年,深圳,Android开发工程师,8k-16k
银链科技,本科,1-3年,深圳,渗透工程师,10k-20k
安络科技,不限,1-3年,深圳,Android逆向工程师,10k-20k
深圳润民,本科,1-3年,深圳,Android开发工程师,7k-10k
掌酷,大专,应届生,深圳,Android,4k-6k
凤凰彩票,本科,3-5年,深圳,安卓开发工程师,13k-20k
双城在线软件,本科,1-3年,深圳,移动前端开发工程师,15k-25k
田地科技,本科,1-3年,深圳,运营经理/主管,10k-14k
点加互动,大专,3-5年,深圳,ASO优化,15k-20k
超级圆桌,本科,1-3年,深圳,测试工程师,10k-12k
美致智教,大专,1-3年,深圳,Android 软件工程师 （APP）,10k-15k
硕日新能源,本科,1-3年,深圳,APP开发工程师,8k-12k
攀山,不限,不限,深圳,U3D CREATOR 移动开发,7k-14k
软通动力,本科,不限,深圳,Android开发工程师,10k-20k
攀山,本科,1年以内,深圳,移动开发,7k-14k
Flags,大专,1-3年,深圳,App开发工程师,10k-15k
超盟金服,大专,3-5年,深圳,中级Android工程师,12k-20k
Flags,大专,1-3年,深圳,App开发工程师,10k-15k
软通动力,本科,3-5年,深圳,Android,12k-18k
深圳麦亚信,大专,3-5年,深圳,Android,12k-18k
微渡科技,本科,1-3年,深圳,H5工程师,8k-15k
上海斐讯,本科,5-10年,深圳,Android软件工程师,20k-30k
咨微信息科技有限公司,本科,5-10年,深圳,WebApp开发工程师,8k-16k
新北洋信息技术,大专,3-5年,深圳,Android开发工程师,9k-18k
软通动力,大专,1年以内,深圳,Android,5k-6k
蓝谷动力,本科,5-10年,深圳,市场推广总监,15k-20k
盒子科技,本科,5-10年,深圳,技术总监,30k-50k
大旺科技,本科,1-3年,深圳,U3D,10k-20k
山石网科,大专,1年以内,深圳,APP安全测试工程师,10k-20k
乐逗游戏,本科,3-5年,深圳,U3D开发,15k-25k
迅雷网络,本科,3-5年,深圳,P2SP核心传输技术-C++开发架构师,15k-30k
腾讯科技(北京)公司,本科,1-3年,深圳,高级前端广告工程师（深圳）,18k-35k
世元云标识,大专,1年以内,深圳,Android开发实习生,3k-5k
前海黑鲸科技有限公司,大专,1-3年,深圳,PHP开发工程师,6k-12k
金蝶蝶金,本科,3-5年,深圳,Android开发工程师,12k-20k
网狐,大专,1-3年,深圳,h5（erget）开发,10k-16k
溥泉,本科,1-3年,深圳,APP开发,10k-15k
约见传媒,大专,1-3年,深圳,Android,6k-12k
无秘,本科,5-10年,深圳,移动客户端leader,20k-40k
天闻数媒科技,本科,3-5年,深圳,产品经理,15k-30k
无秘,本科,5-10年,深圳,移动客户端leader,20k-40k
无秘,本科,3-5年,深圳,移动客户端leader,20k-35k
亿道集团,本科,1-3年,深圳,软件工程师（安卓APP开发）,8k-15k
蚂蚁精选,大专,3-5年,深圳,web前端开发工程师,10k-14k
易析科技,大专,1-3年,深圳,UI设计师(Web、App),7k-13k
GOSPELL,本科,3-5年,深圳,Android开发工程师,10k-20k
新农宝,本科,3-5年,深圳,UI设计师,10k-15k
和瑞丰,本科,3-5年,深圳,高级研发工程师,20k-30k
安健科技/DR医疗,本科,3-5年,深圳,嵌入式工程师,10k-15k
品牌Beelink,不限,不限,深圳,售后客服/品牌,4k-6k
城宿,大专,3-5年,深圳,Android高级工程师,9k-14k
品牌Beelink,不限,不限,深圳,客服文员,4k-6k
腾讯,本科,3-5年,深圳,腾讯QQ Android高级工程师,17k-34k
智联时代,本科,1-3年,深圳,APP开发工程师,10k-11k
bitbank,本科,5-10年,深圳,首席技术官CTO,30k-45k
铺铺旺,本科,1-3年,深圳,测试工程师,5k-10k
JIGUANG极光,本科,不限,深圳,技术支持工程师,10k-20k
贵达豪商贸,本科,5-10年,深圳,App软件开发工程师,20k-40k
环阳通信息技术,大专,1年以内,深圳,Android开发工程师,8k-13k
云易恒基,大专,5-10年,深圳,产品经理,13k-22k
蓝疆创新,本科,3-5年,深圳,APP工程师,10k-15k
小胖科技,大专,3-5年,深圳,Android开发工程师,10k-20k
深知未来,本科,1-3年,深圳,Android开发工程师,9k-15k
快销易,大专,1年以内,深圳,技术主管,6k-10k
绵阳铺铺旺,本科,3-5年,深圳,测试工程师,12k-18k
bizcube,本科,1年以内,深圳,产品经理,8k-15k
英迈思,本科,3-5年,深圳,互联网技术支持,12k-15k
窝窝网络,本科,1-3年,深圳,cocos2dx开发工程师,20k-30k
无秘,本科,5-10年,深圳,移动客户端leader,20k-40k
高盛智能网络,大专,3-5年,深圳,Android高级前端开发工程师,10k-20k
sen5,本科,3-5年,深圳,硬件,10k-18k
卷皮网,大专,5-10年,深圳,Android开发工程师,25k-40k
北京博睿红宏远,本科,1-3年,深圳,Android,10k-13k
艾米通信,本科,1年以内,深圳,Android应用工程师,4k-6k
bitbank,本科,5-10年,深圳,首席技术官CTO,30k-45k
深圳焰火,本科,1-3年,深圳,Android,10k-16k
联农生态-果说说,大专,1-3年,深圳,UI设计师,6k-12k
无秘,本科,5-10年,深圳,移动端负责人,30k-60k
新农宝,本科,3-5年,深圳,UI设计师,10k-15k
有的科技,本科,1-3年,深圳,UI设计师,7k-9k
Swiftpass,本科,3-5年,深圳,产品经理,20k-40k
Swiftpass,本科,3-5年,深圳,国际交互设计师,15k-20k
大湾数字科技,本科,3-5年,深圳,前端开发工程师,10k-20k
HandScape,本科,3-5年,深圳,Android开发工程师,15k-23k
租客网,本科,1-3年,深圳,Android程序员,6k-10k
深圳市天天爱科技,本科,3-5年,深圳,高级cocos2d-x开发工程师,15k-30k
南方银谷,本科,3-5年,深圳,android开发工程师,15k-20k
河南壹玖实业,大专,3-5年,深圳,网络前端开发工程师,8k-12k
掌众传媒,大专,应届生,深圳,APP测试工程师,5k-6k
掌众传媒,本科,1-3年,深圳,APP测试工程师,7k-8k
傻鸟知服,本科,3-5年,深圳,高级UI设计师,20k-30k
思普达软件,大专,3-5年,深圳,安卓开发工程师,10k-15k
博彦科技,大专,1-3年,深圳,广告投放优化师,8k-9k
念念科技,本科,3-5年,深圳,UI设计师,8k-15k
深圳润民,大专,1-3年,深圳,测试工程师,6k-9k
千佰特科技,不限,1-3年,深圳,Android开发工程师,8k-12k
掌众传媒,本科,3-5年,深圳,产品经理,15k-20k
鲜花礼品网,本科,不限,深圳,app推广,7k-10k
英立科技,大专,不限,深圳,游戏客户端开发,12k-24k
YOTA,本科,1-3年,深圳,Android,8k-12k
新云加,本科,5-10年,深圳,Android开发工程师,10k-18k
金润都商业保理,大专,1-3年,深圳,Android端开发，webh5前端,10k-15k
智显智联,本科,1-3年,深圳,Linux驱动开发工程师,10k-20k
九五智尊,本科,1-3年,深圳,浏览器内核开发,20k-30k
九五智尊,本科,1-3年,深圳,软件工程师,15k-25k
小马立行,本科,3-5年,深圳,Android研发工程师,10k-18k
鑫梓润,大专,3-5年,深圳,Android,14k-15k
鑫梓润,大专,1-3年,深圳,移动端开发/Android,11k-12k
润隆,本科,1-3年,深圳,运营推广,7k-13k
AKULAKU,本科,3-5年,深圳,Android开发工程师,15k-30k
美维软件,大专,3-5年,深圳,高级前端开发工程师,10k-20k
美维软件,大专,3-5年,深圳,Android开发工程师,10k-20k
腾讯,本科,3-5年,深圳,OMG236-腾讯视频android高级工程师（深圳）,20k-21k
问津,不限,1-3年,深圳,Android,8k-12k
种子娱乐,大专,1-3年,深圳,cocos2d-x游戏开发工程师,15k-25k
阿里巴巴集团,本科,3-5年,深圳,资深Android工程师 Z,20k-40k
珍爱网,本科,3-5年,深圳,高级Android开发工程师,20k-30k
大疆创新,本科,1-3年,深圳,C++开发工程师,15k-30k
三诺数字科技,本科,3-5年,深圳,Android软件工程师,12k-20k
祥和网络科技,大专,3-5年,深圳,Android,10k-15k
欧珀(OPPO),本科,3-5年,深圳,Android,15k-30k
阿啦网络,本科,3-5年,深圳,前端程序员,10k-15k
深圳市快找网络科技,大专,3-5年,深圳,Android开发工程师,7k-10k
深圳市快找网络科技,大专,3-5年,深圳,Android,7k-12k
微特区块链交易平台,本科,3-5年,深圳,UI设计师,6k-12k
微特区块链交易平台,本科,3-5年,深圳,web前端,8k-12k
盈富斯科技,本科,1-3年,深圳,Android开发工程师,10k-20k
丁盯,本科,1-3年,深圳,移动端测试,8k-15k
软通动力,大专,1-3年,深圳,系统测试,7k-8k
强薇,大专,3-5年,深圳,Web前端工程师,10k-15k
伴行旅游,大专,1-3年,深圳,Android开发工程师,10k-18k
爱世达资讯科技,本科,1-3年,深圳,Android开发工程师,6k-12k
联想MS业务,大专,1年以内,深圳,IT技术支持,4k-7k
致力达成科技有限公司,大专,1-3年,深圳,安卓,9k-18k
雅迪特科技有限公司,本科,1-3年,深圳,安卓软件工程师,10k-15k
咚咚金服,大专,1-3年,深圳,UI设计师,8k-13k
雅迪特科技有限公司,本科,1-3年,深圳,android软件工程师,10k-15k
雅迪特科技有限公司,大专,1-3年,深圳,android软件工程师,10k-15k
致力达成科技有限公司,本科,3-5年,深圳,安卓,10k-20k
优优互联,本科,3-5年,深圳,Android工程师,12k-18k
中青宝,本科,3-5年,深圳,安卓开发,10k-15k
亿道集团,本科,应届生,深圳,软件助理工程师,4k-6k
琥珀金服,大专,1-3年,深圳,安卓工程师,10k-15k
元征科技,本科,3-5年,深圳,APP工程师,16k-20k
元征科技,本科,3-5年,深圳,Android开发工程师,13k-18k
元征科技,本科,3-5年,深圳,微信小程序前端开发,10k-18k
凉屋科技,不限,不限,深圳,C++程序员,15k-20k
伴行旅游,大专,1-3年,深圳,前端地图/全栈工程师,10k-18k
深圳市众人在线网络,大专,不限,深圳,CocosCreator开发工程师,8k-16k
网心科技,本科,5-10年,深圳,嵌入式系统开发工程师,20k-35k
金蝶蝶金,本科,3-5年,深圳,Android开发工程师,13k-20k
太平洋未来科技,本科,3-5年,深圳,3D软件开发工程师,20k-30k
品创集团,大专,1-3年,深圳,Android开发工程师,8k-12k
安米智能,本科,1-3年,深圳,嵌入式软件开发（MTK8321平台）,7k-14k
穗彩科技,本科,5-10年,深圳,Android软件经理,20k-25k
几米,大专,1-3年,深圳,Android开发工程师,8k-15k
上海交叉点,本科,3-5年,深圳,游戏UI设计,10k-15k
攀山,本科,不限,深圳,前端开发,7k-14k
编程猫,本科,1-3年,深圳,软件测试,7k-12k
品创集团,大专,1-3年,深圳,Android开发工程师,8k-12k
LAVAMUSIC,本科,1-3年,广州,UI设计师,8k-12k
广州蜃龙游戏,不限,1-3年,广州,Unity3D程序员,8k-16k
阿凡提,大专,1年以内,广州,Android,8k-15k
8684,大专,1-3年,广州,Android开发工程师,8k-10k
中盛锦星,大专,1-3年,广州,ASO主管,6k-8k
捌妖捌区块链,不限,3-5年,广州,前端工程师,10k-17k
三七互娱,本科,3-5年,广州,高级Android开发工程师/主管（SDK）,15k-25k
海通安恒,大专,3-5年,广州,ios开发工程师,10k-20k
中恒软件科技,本科,1-3年,广州,java前端工程师,8k-16k
LAVAMUSIC,本科,1-3年,广州,交互设计师,8k-15k
麦驰网络,大专,1-3年,广州,U3D开发工程师,10k-16k
前实科技,本科,3-5年,广州,安卓,10k-15k
智联天下,不限,3-5年,广州,技术经理,15k-22k
广州明动软件,大专,3-5年,广州,移动开发工程师（高级）,13k-20k
优趣科技,大专,1-3年,广州,安卓开发工程师,8k-10k
全城握手,本科,3-5年,广州,前端开发工程师,10k-15k
青游易乐,大专,不限,广州,sdk开发工程师,5k-8k
广东晟中,本科,3-5年,广州,技术经理,10k-20k
壹医考,大专,1-3年,广州,ASO,6k-9k
广东晟中,本科,3-5年,广州,技术主管,10k-20k
广州诺特软件开发...,本科,3-5年,广州,高级Android开发工程师,8k-13k
银时科技,本科,不限,广州,Android,6k-12k
广州蜃龙游戏,大专,3-5年,广州,U3D客户端开发工程师,8k-15k
美域高网络科技研发,本科,1-3年,广州,Android开发工程师,7k-14k
一美国际,本科,1-3年,广州,IT测试开发,3k-6k
messcat,本科,1-3年,广州,Android,8k-15k
广州莱优信息科技公司,大专,1-3年,广州,网络管理（HelpDesk),4k-8k
PPmoney万惠,本科,1-3年,广州,Android工程师,12k-18k
鑫零售投资,大专,3-5年,广州,Android开发工程师,10k-15k
圣火股份,大专,1年以内,广州,html5初级工程师,6k-10k
广州莱优信息科技公司,大专,1-3年,广州,IT工程师,4k-8k
HAYSUN,大专,1年以内,广州,Android,6k-7k
广州金将令,大专,1-3年,广州,UI设计,5k-7k
骏霖文化,大专,1-3年,广州,unity美术,10k-20k
海通安恒,大专,3-5年,广州,Android开发工程师,15k-21k
星辉游戏,大专,1-3年,广州,Cocos-2dx开发工程师,12k-15k
唯思软件,本科,不限,广州,COCOS2DX,12k-22k
广州视臻,本科,3-5年,广州,高级交互设计师,10k-20k
美至简,本科,1-3年,广州,Android研发工程师,10k-16k
广州视臻,本科,3-5年,广州,测试工程师,8k-10k
广州海舶,大专,3-5年,广州,Android开发工程师,10k-15k
和宇健康,大专,1-3年,广州,产品专员,6k-12k
广州睿冠信息科技...,本科,1-3年,广州,UI设计师,5k-8k
广州睿冠信息科技...,本科,3-5年,广州,平面设计师,5k-10k
广州视臻,本科,3-5年,广州,Android应用开发工程师,15k-25k
海通安恒,大专,3-5年,广州,andrord开发工程师,12k-16k
天诺营销,大专,1-3年,广州,测试工程师,5k-7k
广东晟中,本科,1-3年,广州,Android开发工程师,8k-15k
和宇健康,本科,1-3年,广州,产品专员,5k-10k
虎牙直播,本科,3-5年,广州,Android工程师,20k-35k
娉娉科技,大专,5-10年,广州,游戏前端H5(CocosCreator)主程序,20k-35k
云昊天下信息科技,大专,1-3年,广州,初级前端开发工程师,4k-7k
云昊天下信息科技,大专,1年以内,广州,PHP,6k-9k
云昊天下信息科技,大专,不限,广州,初级PHP开发工程师,4k-7k
阿里巴巴零售通,本科,3-5年,广州,高级Java开发工程师,20k-40k
广州海舶,大专,1-3年,广州,APP测试工程师,6k-10k
广东晟中,本科,1-3年,广州,安卓工程师,8k-15k
广州海舶,大专,3-5年,广州,.Net高级工程师,10k-15k
社区580,大专,5-10年,广州,前端开发18012（5天7小时）,15k-18k
赤骥,本科,3-5年,广州,安卓南网,8k-13k
微位科技有限公司,大专,1-3年,广州,web前端,7k-8k
酷骇游戏,本科,不限,广州,微信小游戏策划,4k-6k
广州视臻,不限,1-3年,广州,测试工程师（MAXHUB）,8k-10k
云藏技术,本科,3-5年,广州,产品经理,10k-16k
云藏技术,本科,3-5年,广州,UI设计师,6k-12k
云藏技术,本科,1-3年,广州,Android工程师,9k-15k
广州视臻,不限,1-3年,广州,Android应用开发工程师（MAXHUB）,15k-25k
英特信息技术有限公司,大专,3-5年,广州,Cocos2d-X开发工程师,12k-24k
英特信息技术有限公司,大专,3-5年,广州,Cocos2d-X游戏开发工程师,12k-24k
英特信息技术有限公司,大专,3-5年,广州,JS前端开发工程师,8k-15k
骏霖文化,大专,1-3年,广州,游戏美术主管,10k-20k
181,大专,1-3年,广州,软件测试工程师,8k-10k
软捷科技,大专,1-3年,广州,Android开发工程师,6k-9k
采辰科技,本科,5-10年,广州,产品运营经理(自品牌服装类移动电商方向）,15k-25k
采辰科技,本科,1-3年,广州,Android开发工程师,8k-10k
乐开互联网服务,本科,3-5年,广州,Android开发,12k-13k
广州视臻,大专,1-3年,广州,软件测试工程师,7k-12k
玲奈の茶,中专/中技,1年以内,广州,咖啡送餐员,5k-9k
火豹科技,大专,1-3年,广州,安卓开发工程师,6k-10k
广州6KW游戏,大专,1-3年,广州,安卓SDK开发工程师,8k-16k
IMPLUS,本科,3-5年,广州,产品经理,15k-25k
IMPLUS,本科,5-10年,广州,中高级安卓开发工程师,16k-28k
IMPLUS,本科,3-5年,广州,UI/UX设计师,10k-20k
一智通供应链,本科,1-3年,广州,软件测试工程师,7k-10k
冰芒果,本科,1-3年,广州,React开发工程师,6k-10k
西文图书公司,本科,1-3年,广州,Android开发工程师,12k-15k
我拼,大专,1-3年,广州,UI设计师,4k-8k
八熊,大专,1-3年,广州,Android,7k-9k
广东美至简/新媒体,大专,1-3年,广州,Android 开发工程师,8k-13k
广州大象健康科技公司,本科,3-5年,广州,UI设计主管/经理,10k-15k
酷狗音乐,本科,3-5年,广州,Android开发工程师,15k-30k
锦峰集团,本科,3-5年,广州,Android软件开发工程师,10k-20k
锦峰集团,本科,3-5年,广州,Android开发工程师,10k-20k
软通动力,本科,1-3年,广州,web前端开发,7k-14k
爱小屏公司,大专,1年以内,广州,测试工程师,4k-5k
百得思维,本科,3-5年,广州,Android,10k-12k
淘金路,本科,1-3年,广州,android开发工程师,6k-7k
集客网络科技,大专,1年以内,广州,APP开发工程师,10k-15k
密勒集团,大专,1-3年,广州,Android开发工程师,6k-10k
iFree集团,本科,1-3年,广州,产品经理,8k-12k
数商云,大专,1-3年,广州,前端开发工程师,8k-10k
海通安恒,不限,3-5年,广州,JAVA开发工程师,8k-15k
一智通供应链,本科,1-3年,广州,移动端测试工程师,6k-10k
追越科技,本科,3-5年,广州,广州云徒web前端开发,10k-20k
追越科技,本科,3-5年,广州,广州云徒web前端,11k-22k
众享(广州)科技公司,本科,3-5年,广州,运营总监,25k-35k
车e估,大专,1-3年,广州,互联网运营专员,5k-10k
网梯科技,本科,1-3年,广州,iOS开发工程师,8k-12k
上海游讯,大专,1-3年,广州,Android开发工程师,10k-20k
广州不一样信息,本科,1-3年,广州,JAVA后台开发工程师,10k-15k
酒咔嚓,本科,1-3年,广州,Android开发工程师,9k-14k
酒咔嚓,大专,1-3年,广州,测试工程师,6k-12k
龙族网络,大专,1-3年,广州,HTML5,20k-30k
致远慧图,本科,3-5年,广州,安卓开发工程师,10k-18k
BIGO,大专,1-3年,广州,视觉设计师,10k-15k
祝博士教育,大专,1-3年,广州,安卓程序开发师,6k-12k
隽云网络,大专,3-5年,广州,Android开发工程师,8k-15k
海通安恒,大专,3-5年,广州,Android开发工程师（外包）,10k-15k
大连斯锐信息技术公司,大专,1-3年,广州,软件测试-外包-萝岗,5k-6k
睿家科技,本科,3-5年,广州,安卓开发工程师,10k-20k
赞赏信息,本科,1-3年,广州,音视频开发工程师,15k-30k
蓝蜂巢,大专,1年以内,广州,UI设计,5k-7k
图灵游戏,本科,3-5年,广州,高级Android开发工程师,15k-30k
百得思维,本科,1-3年,广州,android,7k-13k
浙海华地,不限,不限,广州,配送,5k-9k
一智通供应链,本科,1-3年,广州,移动端测试工程师,7k-10k
一智通供应链,本科,1-3年,广州,移动端测试工程师,7k-10k
浙海华地,不限,不限,广州,送餐员,5k-8k
广州联赢科技有限公司,本科,1-3年,广州,ui设计师,8k-15k
爱拍,本科,1-3年,广州,Android开发工程师,10k-18k
润建通信,大专,3-5年,广州,高级前端开发,8k-15k
视源股份(CVTE),本科,1-3年,广州,测试工程师,7k-10k
爱拍,本科,1-3年,广州,Android开发,8k-16k
德菁科技,不限,不限,广州,Android安卓程序员,6k-12k
完美世界,本科,3-5年,广州,高级Unity开发工程师,15k-25k
